song_id,title,artist,tag,year,lyrics
114,Dream,Vagar,rb,2021,"[Chorus]
I have too much to say, so I say nothing at all
I have too much to say, I'll scream it in these four walls
Life is a dream, and I don't wanna wake up
Life is a dream, life is a dream

[Instrumental ; Lucy & Both]
Life is all just a dream
Just wake me up

[Verse1: Lucy & Both]
Right now I'm a mess, addicted to sleepless tonight
My perfume won't mask the worries that clouding my mind
Suns way too bright, can someone dial it down
It reminds me that I'll never break up out of this hell

[Pre-Chorus : Lucy & Leon]
ငါငိုနေလည်း၊ ဒီကဗျာဆန်တဲ့
အဆုံးသတ်မရှိတဲ့၊ ကောင်းကင်ကြီးဟာ
မတောက်ပလာခဲ့
I want to see another sunrise,yeah
I want to see my mum cry, yeah
I want to see things go right, yeah
I want to see these tears dry, yeah
[Chorus]
I have too much to say, so I say nothing at all
I have too much to say, I'll scream it in these four walls
Life is a dream, and I don't wanna wake up
Life is a dream, life is a dream
I have too much to say, so I say nothing at all (so I say nothing at all )
I have too much to say, I'll scream it in these four walls ( I'll scream it in these four walls, yeah)
Life is a dream, and I don't wanna wake up (Na, na, na, no)
Life is a dream, life is a dream

[Bridge]
Life is a dream
Tell me when I'm gonna wake up (tell me)
This is not getting any darker, yeah
Can someone open up my windows, yeah
It's hard being in these four walls
I feel like I'm in a brawl

[Outro]
And i just wanna try out
And I jusy wanna break free
I don't wanna be me
I just wanna, wake up on the streets"
115,All I Wanna Know,Young MG,rap,2017,"[INTRO]

[Verse 1] All I wanna know is how these niggas get out the trenches and another homie still in the ditches like they got a genie to grant them 3 wishes. Boy you snitched on me so now you got stiches

[Verse 2] Cause you know Metro Boomin want some more
Girl you need to wear a boe
All I wanna know is who called 5.0
Cause you know these niggas be snitching (woo) and dissing
Now I'm finna go cause it ain't gon be no fun when I get them guns and you gon run to the poe
All I wanna know is why you knocking on my door
All I wanna know is where my PS4
All I wanna know is can you rap with me though?
All I wanna know,All I wanna know,what you wanna know
All I wanna know"
116,I don’t wanna get stressed,Deon Oh,pop,2019,"[Intro]

[Verse 1]
I just wanna write a word, without a hesitation
And make songs, about a billion
But I'm not alone in this giant world
That's what it makes me stunned
I cannot make it done

[Pre Chorus]
I used to say ""I'm full of shyness"" before I talk every time
They say, ""you don't need to"" but I can't even do a mime
I wonder if anyone would relate to this story of mine
Am I the one who's doing hard tryna get me damn right?

[Chorus]
I don't wanna get stressed
If they're gonna hate it or say, ""it's best""
I'm getting tired of guessing
For the answers of this mess
I don't wanna get stressed (I don't wanna get stressed)
If they're gonna hate it or say, ""it's best"" (hate it or say it's best)
I'm getting tired of guessing
For the answers of this mess

[Verse 2]
I just wanna write a word, without a hesitation
And make them say
That ""it is brilliant""
But when it's all done, I read down all the words
It makes me wanna run, it's like a bunch of weird puns

Man, it's so stressin'

[Rap]
I might go nuts and spit bars that goes beep all over the place
But I wanna spread no hate, but to relate
I'm not one of the greats
But when it's one said, someone's gonna suffocate
Intoxicated
Navigating them to Hell's gate, I ain't doin' that

[Instrumental]
*Representation of Deon's confusion*

[Pre Chorus]
I used to say ""I'm full of shyness"" before I talk every time
They say, ""you don't need to"" but I can't even do a mime
I wonder if anyone would relate to this story of mine
Am I the one who's doing hard tryna get me damn right?

[Chorus]
I don't wanna get stressed
If they're gonna hate it or say, ""it's best""
I'm getting tired of guessing
For the answers of this mess

I don't wanna get stressed (I don't wanna get stressed)
If they're gonna hate it or say, ""it's best"" (hate it or say it's best)
I'm getting tired of guessing
For the answers of this mess

{Backing vocals fading away}
(I don't wanna get stressed)
(hate it or say it's best)
(I don't wanna get stressed)
(hate it or say it's best)

[Instrumental/Outro]"
117,Run Through,TeeSquadWater,rap,2018,"[Intro]
I been telling niggas link up bro
NIggas don’t want fucking beef out here
Fucking TeeSquad Shit bitch
Yeaaa
Thats the fucking problem
Niggas keep dissing and shit
We gon end up killing them niggas and shit
Niggas is dumb eshit out here

[Verse 1]
Run Through your trap I’m shooting up shit
Feel like Luciano I’m serving them zips
I’m on the block and I’m serving you dip
Play with the gang nigga you get a clip
I talk to bloods and I talk to crips
Sipping this lean a nigga feel sick
I got yo bitch on my motherfucking dick
She all on her knees so we gon make a flick
You talking to much im a shoot at yo lip
762 gonna go through your hip
Niggas biting my swag like sum motherfucking chips
Water down in designer you know Ima drip
I’m selling white 8 for the brick
Niggas keep disssing until I really hit
Glock 19 it came with a grip
In love with designer and Gucci my bitch
All in the kitchen you know ima whip
You niggas some actors I’m reading y’all scripts
We gon shoot your ass quick like a movie flick (bitch)
[Verse 2]
I’m on the block and I’m making some meth
Call up Luciano he shoot with the tec
Bad bitch on her knees and she gave up the neck
I want that bitch for the motherfucking sex
I’m chasing money I’m tryna get checks
Pull up on that on bitch and her pussy get wet
You niggas some bitch’s y’all acting like pets
I hang wit 2 Migos I feel like offest"
118,Sin Thin,Werwolf,rap,2019,"[Verse 1: Werewolf]
Sin thin, sin thin
Bash ya face and teeth in
Throwing the rudeness slaves in the bin
Be careful with a razor or it'll cut off ya chin
If you resist, you will never win
His head got decorated with the pins
I didn't like to smile, I like to grin
I'm gonna teach you how to be disciplined
Fightin' or wrestlin', fightin' or wrestlin'
You got ripped out when the hook is grapplin'
Lungs collapsin' when I'm about to be stabbin'
Grabbin' the neck while I'm rappin'
Overreactin', I'm tryin' to be relaxin'
Here comes trappin' while ya nappin'
Ya bone goes snappin' while ya handicappin'
It'll snatch ya body, that's what will happen
Independent the murderous weapon
Are you afraid to get ya head severed?
Skull shattered, blood splattered and dismembered
Ya ghastly panic like you've got suspended
I don't understand, I got tormented
Do you know that romantic so pathetic?
I'm so neglected and offended
Am I pretended? Are you pretended?
It's fermented when the dead body is scented
Ungodly satanic, my mind is demented
Everybody's commanded, everybody's demanded
Impatiently frantic, they got two-headed
[Verse 2: Mr Candy]
Take a stare at the decapitated goat
Floating coffins, capsizing boats
Watch where you going before you die on the road
It's time to shoot people when the bullets load
Sittin' here doing nothing feeling cold
You all gonna die 'cuz you're all too old
Now you better listen up you little toad
I'll eat all of it when ya brain starts to explode
Shove the foot in ya mouth 'till you choke
Ya nose is burning when you smell the smoke
Don't spill the coke, don't spill the coke
The sedated woman who get blood soaked
They got disappeared when I blow
Where did you go? Where did you go?
'Cuz I told you so, I told you so
Bloody coat, death note
Eat the plenty of it until I watch you choke
There drowning as the pool of blood flows
Can you eat the snow?
The carnivorous plants loves to eat grow
No, yes, yes, no
Low and high, high and low
I can smell and eat ya toes
I'm gonna steal the gold, I want the gold
Blood dripping down the walls when he kills you all
Brain turns small and starts to explode
Eating the large intestines of a doll
It's just a joke, my lyrics are a joke
Please, chillout, chillout, bro
Every horrid movies are starting to show
When will you know? What will you know?
You must have done what you have been told
The beast is coming to steal ya soul
Inhale the stench of the tomb, their heads on the pole
It's time to slaughter when I cull the goat
My Wu-Tang sword will cut you slow
Row, row, row ya boat
It starts melting when ya skin starts to glow
Keep ya mouth shut while I sewn
When ya home, give me ya phone
If you moan, I'll break ya bone
You're on ya own, I am going home
Hey kid, check out my deadly poem
You can't take a dump while I staple ya colon"
119,The Destiny Of David,Ded Dav,rap,2015,"[Verse 1: Ded Dav]

The moon's full mirror image of the blunt and dro
Hunt and sow seeds, hunter gatherer proceed with the deadly flow
Metal glow magma with the undertow, with something more
Sinister inside his brain make this fucking temple blow
'scend this shit, crimson blood manifest to Edison
Energy expanding know that I'm the medicine
Medics needed for these politicians only peddling
The betterment of the one percent through lies on the television
Tell em how I see em, I see em Colosseum
They my enemies at the front line and I won't stop till we defeat 'em
And I'm standing in between em, not talking two separate people
Talking head on the stake and the body laying down bleeding
From the neck, no disrespect but this generation infected
Effected with your brainwashed intentions we elected
But regretted to inform us the outcome already sold
Weight in gold given to the president for his soul

[Interlude]
Yea man, fucking everything's corrupt, you see me?
Everything's corruptible, everything's corrupt alright?
Religion corrupt, government corrupt market corrupt
I don't give a fuck your corrupt, your blood corrupt, its all corrupt
So lets erupt the fuck up and break the fucking cuffs

[Verse 2: Ded Dav]

You got the fucking nerve to tell me I'm a fuck up now?
When I'm standing on my own spitting these words from my mouth
Got no support from the homies they think I'm borderline schizo
But no worries this warrior pushes until the system is crippled
From education costing all these students an arm and a leg
To people holding power holding signs saying ""god hates fags""
Bring these fuckers from riches to rags, in ditches and bags
In rivers and lakes, bodies missing there's still not a single mistake
In fact sit at your stake you fakes deserve to ignite
And not ignite like myself who started a movement to fight
And not a knight like there's honor in just seeing your sight
But ignite like the light touched gas and illuminated the night
Fright, what they spreading in their tactics its always just fear
Its funny how when one war ends, and another always appears
And it appears the revere for real is fading too quickly
Cripple the conscious of the species its like you physically hit me
I'm feeling physically sickly within me this victim in need of a cure
To get the feeling so pure in a world of blood and manure
So i meditate and medicate to relate to a state known by fewer
The feuds are so futile beyond us, its like a bird thinking of sewers
While companies just thinking of how they can sue us, until they consume us
Control the politics and get the police to control us and shoot us
A mind is a nuisance to the government who plans to brainwash the masses
And put the ones who take action into these shallow graves and these nooses"
120,When I Say,Butta Verses,rap,2013,"[Verse One]:
I take it back to the roots
Back to the backpacks, back before the spoofs
Back to the battle raps
Home runs, many at bats on fast pitch tracks
Cats wanna listen back ""Wait a minute. Isn't that...""
Yeah, that's him, they ask for him
They go Dumb I go Dumber like I'm goin' to Aspen
No fashion, flyin' in to all states
I'm don't give 'em one mo' chance, that's more than it takes
Want cakes like T.D. Jakes and them fakes
Kirk Franklin, he jerkin', you thank him ya dummy
You praise Elohim and He don't need money
But still you givin' all of your tides to somebody
Oil up for somebody's sunshine hottie
I treat 'em like Wyclef, one time mami
Swingin' like Jason Giambi, I be makin' 'em horny
I don't beg, bitches be placin' it on me
More time, multiply, money made over
Butta Verse, bonafide beat break broker
I take time talk to 'em, tell 'em
""I'm tellin' ya fellas
I see right through your smoke and mirrors.""
Yo, you at the wheel your turn could steer us
No, we out for real, get birds, stand near us
Oh, you and your friends just en-vying us
Because of how we do this stuff
I put it down hard, I be doin' my job
You poker face me and I'll be pullin' ya card
So smart through art flow, oh my God
And this is where the hook should start now
[Hook]:
When I say ""Oh"" you say ""Oh yeah""
(Oh yeah!)
When I say ""Go"" you say ""Go where?""
(Go where?)
When I say ""Hey"" you say ""Hey""
(Hey!)
Hey hey hey, ya rockin' in the place to be
Now, when I say ""Oh"" you say ""Oh yeah""
(Oh yeah!)
When I say ""Go"" you say ""Go where?""
(Go where?)
When I say ""Hey"" you say ""Hey""
(Hey!)
Hey hey hey, ya rockin' in the place to be

[Verse Two]:
I do it for respect
I do it for checks
I do it for my dudes and I do it for chicks
Take camera phone movers I pose for the flick
Worth somethin' when I get rich
I have to help the hoes with the Heimlich, kay
Cause my dick be on top okay?
They know me and stars gon' rock 'em
Roll 'em, told 'em
Don't get wrapped up in that moment
My mind lack the vital components to feel loneliness
It only gets worse from here, that's real
Don't care how you feel
Seal the deal
I live my life meal to meal
It's hot as Hell here but I still could chill
A lot of them appeared but I killed they will
They hatin' what I'm doin' with my skill
""Look he on the bill!""
Yeah, you know you wanna go and steal
[Hook]:
When I say ""Oh"" you say ""Oh yeah""
(Oh yeah!)
When I say ""Go"" you say ""Go where?""
(Go where?)
When I say ""Hey"" you say ""Hey""
(Hey!)
Hey hey hey, ya rockin' in the place to be
When I say ""Oh"" you say ""Oh yeah""
(Oh yeah!)
When I say ""Go"" you say ""Go where?""
(Go where?)
When I say ""Hey"" you say ""Hey""
(Hey!)
Hey hey hey, ya rockin' in the place to be"
121,Ew,"XANAKIN SKYWOK, Sadfriendd & Yung Kage",rap,2021,"[Intro]
AV with that drip, ho
SABER GANG

[Verse 1: Sadfriendd]
Been clockin'
Let me punch in
Shawty wanna eat up on my dick, get to munchin'
Five-thousand dollars on my wrist, pack a punchin'
Different color diamonds like I bring Captain Crunch in
I-I get more cash than the register
Y'all niggas pussy, y'all actin' like predators
Sweatin' from me, are you scared of competitors?
Insert this dick in her mouth 'cause I added her
Ugh, she suck that dick 'til she throw up (Yeah)
Cry like a baby, that boy need to grow up (Yeah)
I dropped my addy, that boy wouldn't show up
Now I popped a Addy, I think I might throw up
Yeah, I keep a pole on me if you really wanna die tonight
Run up on me, I'ma send a nigga to the guiding light
Feelin' like Jason, I catch your body on a Friday night
I'ma stay up, I'm lurkin', I'm watchin' niggas like it's Nick at Nitе
Hi, uhm, I don't like the way you move, bitch
Bullеts made a nigga move, bitch
Sorry, but I'm in a mood, bitch
Uhm, be careful with your movement
Ran up to the bank like I just hit a new lick
Ran to the gun shop, just got a new stick
I ain't playin' passive, bitch, I'm finna use this
I be sendin' blasts, yeah, hit 'em with hadoukens
Uhm, I don't mean to flex but I feel cocky
I just hit a point where these niggas can't stop me
I punch in, I feel like Rocky
Red dots, I send on my Glocky, haha
[Verse 2: XANAKIN SKYWOK]
Yo' bitch on my dick, I scratch and sniff the way she shit
I told her, ""Easy on my B.B. Simon belt"", then scraped her tits
My VV dipped-dipped-dipped in clear white diamonds, they thin, mixed up
I might tweak up, give her hiccups
Wanna fuck in her lips, I'm like, ""Ooh""
Oh, arigato [?] (Ayy)
You just wanna fuck some bitches, don't lie (No)
Niggas think they on, but they be oh five
Please don't choose a nine-o-five (Yo)
This Glocky like Jeff Hardy
Knockin' yo' shit like a cardi
Yo' bitch do pilates and she naughty when she do a party
My dick went like: ""Ah-la-la-la-la-la, shawty""
Hello, bitch, ew
You smell like pubes
Pop another Xan then I fuck her where she puke (Ew)
Yo (Yo), yeah (Yeah), fuck her where she juice
Diamonds sayin': ""Hello, wow, bro, you playin' my flu"" (Yaw)

[Verse 3: Yung Kage]
The way she talkin', she gon' fuck with me
That toolie stick should focus (Pow, pow)
Go and flick her back, and I'll break her back
I had a pair of bitches, spend it all on sticks
So row with me (Yeah), bustin', bitch
Fuck with me, fuck it up (Yeah)
Talk shit, we Tommy tuck
Saber shit, we chop it up (Boom)
Flip it, then keep the Xan throwin' up (Yeah)
Sippin' that lean and I'm geekin' up (Pow, pow)
She shake her ass more than [?] (Boom)
Fuck, bitch, like we ridin', yeah, like (Yeah)
Stone dripped vibes shit
Yo' bitch, my clip (Yeah)
Roll Tik fire, bitch
Nah, nigga, see you
[Outro]
Uhh, wait, who do you think is the best (No, no, no) on that song, dawg? Fuck
Ayy, fuck it, no, we not doin' this again
Ahh, I don't wanna be cocky (Bruh, please) or anything, but
Nigga, shut the fuck up
I- This-
I killed it, didn't I, right? Haha
No, it was me, duh, so fuckin' stupid
Bro, on God, I had the best verse"
122,IDFWY REMIX,Mojo,rap,2014,"[Hook]
I don't fuck with you
You lil stupid ass bitch, I ain't fuckin' with you
You lil, you lil dumb ass bitch, I ain't fuckin' with you
I got a million trillion things I'd rather fuckin' do
Than to be fuckin' with you, lil stupid ass
I don't give a fuck, I don't give a fuck
I don't, I don't, I don't give a fuck
Bitch, I don't give a fuck about you, or anything that you do
Don't give a fuck about you, or anything that you do

[Verse 1: 3am ]
I ain't fuckin' with you
You lil ass bitch,I ain't fuckin' with you
After all the shit i've been through
All you can do is bitchin'
While i'mma get these millions
Your new man just got on a rental
Towards you i'm unsentimental
All this time i treated you gentle
Now you ain't even worth my genitals
I'm schemin' like Ross
While you're screaming like thug
I'm on a whole new level
Got every bitch acting in the bed like devil
While your man driving Rental
I'm in the camaro gettin' skull by a bitch call her Melo

[Verse 2: E-40]
Got a million things on my mind, executive deals online
Limited amount of time, chasin' these dollar signs and you ain't on your grind
You liable to find me up in the MGM casino in the D
Fuckin' off fetti I coulda put on property
From the Bay to the Murder Mitten, my niggas put murder missions
She choosin', that's her decision, free my niggas in prison
On the phone with a bitch who can't do shit
For a pimp but make a nigga hella rich
Got a blunt in my dental, goin' HAM in a rental
On my way, to Sacramento, late night, Arsenio
I'm never sentimental, go hard or go homeless
Barely Harley, I'm chromeless, you might end up domeless
I bet you she into me, her cheddar, she givin' me
I'll make a bitch stand outside forever like the Statue of Liberty
Rest in pimp, Pimp C, underground king of the South
I raise my Styrofoam up, and pour some drank in my mouth
Why you always coming around with bad news?
Say you want me to win, but hope I lose
Askin' if I rock with other niggas in the crew
But them niggas cool, it's just that

[Hook]
I don't fuck with you
You lil stupid ass bitch, I ain't fuckin' with you
You lil, you lil dumb ass bitch, I ain't fuckin' with you
I got a million trillion things I'd rather fuckin' do
Than to be fuckin' with you, lil stupid ass
I don't give a fuck, I don't give a fuck
I don't, I don't, I don't give a fuck
Bitch, I don't give a fuck about you, or anything that you do
Don't give a fuck about you, or anything that you do"
123,White Light,Head North,rock,2017,"You bought a coonskin cap and a ball point pen
You’re never back together then you’re married again
And you sit on the shelf
Just like that coonskin cap and your ballpoint pen
Can’t fix that old Kentucky overbite
If you’re still building bridges with him
Look around
I am the ocean and you are the tide
I am a fertile tree and you are beyond and on

You picked your route to fast
Now it’s caving in
Your mind can’t pass on what this old voice said
Never back together, married again
Back together, married again
Built your roof too fast
Now its caving in
Your roof too fast
I am the ocean and you are the tide
I am a wilting tree and you are beyond and on
That flash
The sky cracked open
Sun drenched as you were poured in
With white light that heat my skin with life I’ve longed for
No blood when I was cut open
Took back my fear and held it
My hands, my heart
My everything has always been all yours
All yours

You gave me a playful excuse
Some sort of family dispute
Oh your dad told me not to look at you
I’d never be him
Just some playful abuse when he said
[?]
Oh, your dad told me not to look at you
I swear I’ll kill him

Give me a reason and I will stay here
She is a fountain and I’ve fallen for the taste of it now
She speaks to me in ribbons
And I’m drinking them down

That flash
The sky cracked open
Sun drenched as you were poured in
With white light that heat my skin with life I’ve longed for
No blood when I was cut open
Took back my fear and held it
My hands, my heart
My everything has been all yours
All yours
A coonskin cap and a ball point pen
A coonskin cap and a ball point pen"
124,17,Kwamie Liv,pop,2020,"[Verse 1]
Remember running down the hills like
We were young I thought we'd never die
I thought things would never change

[Pre-Chorus]
But now we're older and we're wiser
Isn't it crazy how time flies
And how all the colors have changed
Oh I wish that I knew then what I know now

[Chorus]
You say you lost your good thing now
Stumbling around all over town
Hands in the air up high
We were seventeen
Seventeen
You'd say it's time to go back home
I'd always walk you to your door
Staring up at the stars
We werе seventeen
Sevеnteen
[Verse 2]
Remember how I used to call you
We used to whistle on the Avenue
I thought we'd always remain

[Pre-Chorus]
And though we're older and we're wiser
Still think of you from time to time
And how all the colors have changed
And I wish that I knew then what I know now

[Chorus]
You say you lost your good thing now
Stumbling around all over town
Hands in the air up high
We were seventeen
Seventeen
You'd say it's time to go back home
I'd always walk you to your door
Staring up at the stars
We were seventeen
Seventeen

[Bridge]
And I-I-I-I I know
Everything that comes must go
But what a show
What a show
[Outro]
You say you lost your good thing now
Stumbling around all over town
Hands in the air up high
We were seventeen
Seventeen
You'd say it's time to go back home
I'd always walk you to your door
Staring up at the stars
We were seventeen
We were seventeen
We were seventeen"
125,Cepheus,Substructure,rock,2011,"[Verse 1]
This world that we live in has become a farce
Of the identity we could have had
We now lie in a state of ruin simply destroying everything we can
The grace were given has been exploited to the furthest end
The creator that we have avoided is now calling for us to ascend

[Bridge]
The air we breathe is starting to run out
The light we see is beginning to burn out

[Verse 2]
A generation of vipers can't be enough to bring us down
We will be the catalyst to ignite the spark
These flames burning in the hearts of many
All will know the name of the Just One
Redeemer crowned most high

[Bridge]
I fear the lights will fade to dim
If we can't find the narrow path
(My heart is heavy)
(Carry me on your wings)
(My heart is heavy)
(I reach to the sky)
[Instrumental break]

[Verse 3]
I find hope is the only thing
That we have left
Grace is the only way we can
We can forget
The pain we've caused ourselves
We cannot escape
We must rise together
Ascend to a better place

[Outro]
This is the beginning of a new age of man
We will find glory in the name of the king
We will find glory in the name of the king
The serpent has been crushed
By the archetype of everything"
127,Light,The Haymarket Squares,country,2009,"[Chorus]
Light, light, light, I see a little bit of light
In a world that’s been too dark for too damn long
Bright, bright, bright, I want to help it burn so bright
And so I’ll light a little candle of my own

[Verse 1]
There’s no doubt we’re in a world of trouble
Nothing seems to go the way it’s planned
Together we can dig out of this rubble
If you can help then brother lend a hand

[Chorus]
Light, light, light, I see a little bit of light
In a world that’s been too dark for too damn long
Bright, bright, bright, I want to help it burn so bright
And so I’ll light a little candle of my own

[Verse 2]
You bankers and you dumpster-diving freegans
You anarchists and Limbaugh-lovers, too
C’mon let’s all meet somewhere in the middle
Put down your banners, we’ve got work to do!
[Chorus]
Light, light, light, I see a little bit of light
In a world that’s been too dark for too damn long
Bright, bright, bright, I want to help it burn so bright
And so I’ll light a little candle of my own
And so I’ll light a little candle of my own
And so I’ll light a little candle of my own"
128,Animals,Jack wins & Caitlyn Scarlett,pop,2020,"[Verse 1]
When I met you, we were kids, we were animals
Running through the woods, where we're from, nothing else to do
But fall in love, we were kids, we were animals
Running through the woods, now I'm trying to get to you again
When I met you, we were kids, we were animals
Running through the woods, where we're from, nothing else to do
But fall in love, we were kids, we were animals
Running through the woods, now I'm trying to get to you again

[Pre-Drop]
Our first love won't be the last time
Got the first song still playing in my mind
Our first love won't be the last time
Now they're playing our song and it sounds like

[Drop]
Sounds like
Now they're playing our song, and it sounds like
Sounds like, sounds like
Now they're playing our song, and it sounds like
Sounds like, yeah
Now they're playing our song, and it sounds like
[Verse 2]
When I'm with you, I'm a kid, I'm an animal
Taught me how to love, where we're from, nothing else to do
But live it up, we were kids, we were animals
Running through the woods, now I'm trying to get to you again
When I'm with you, I'm a kid, I'm an animal
Taught me how to love, where we're from, nothing else to do
But live it up, we were kids, we were animals
Running through the woods, now I'm trying to get to you again

[Pre-Drop]
Our first love won't be the last time
Got the first song still playing in my mind
Our first love won't be the last time
Now they're playing our song and it sounds like

[Drop]
Sounds like, yeah, yeah
And it sounds like
Sounds like
Now they're playing our song, and it sounds like
Sounds like
Now they're playing our song, and it sounds like
Sounds like, sounds like
Now they're playing our song, and it sounds like"
129,Remember Me,Lights Of Euphoria,pop,1997,"Remember me
My smile
Remember time we had
That summer was full of life
And nothing you do or say
Cherished by everyone around
Guided by the moon
No need to fear the daybreak
[?] forever, it couldn't end so soon

We couldn't know we'd be gone so soon
We'd be gone, we'd be gone so soon
We couldn't know we'd be gone so soon
We'd be gone, wе'd be gone so soon
We couldn't know wе'd be gone so soon
We couldn't know we'd be gone so soon
We'd be gone, we'd be gone so soon

We couldn't know we'd be gone so soon
We couldn't know
We couldn't know we'd be gone so soon
We couldn't know again and again
No secret
No need to fear
No lunacy
You are mine and I am yours
Till we depart
I think life has a striking quality
Everything was so safe and smart

We couldn't know we'd be gone so soon
We'd be gone, we'd be gone so soon
We couldn't know we'd be gone so soon
We'd be gone, we'd be gone so soon
We couldn't know we'd be gone so soon
We'd be gone, we'd be gone so soon
We couldn't know we'd be gone so soon

We couldn't know we'd be gone so soon
We couldn't know we'd be gone so soon
We couldn't know we'd be gone so soon"
130,Rag Dolly,Joe Raposo,pop,2021,"[ANDY]
Hey Babette!

[BABETTE]
Who are you?

[ANN]
Um, my name is Raggedy Ann, and this is my brother, Raggedy Andy

[BABETTE]
Where am I?

[ANDY]
You're in the playroom, that's where. You'll probably love it

[BABETTE]
Ooooh, la, la, la, la. What am I doing in such a terrible place?

[ANN]
But you're going to love it here with us!
[BABETTE]
What are you?

[ANN]
We're dolls, like you

ALL OF US LIVE IN THE NURSERY
ALL OF US DIFFERENT AS WE CAN BE
SOME OF US PLUMP, SOME OF US THIN
SOME WHO ARE SAD AND SOME WHO ALWAYS GRIN

[CAPTAIN]
(DIALOGUE)

[ANN]
EVERYONE HERE TO WELCOME YOU
AND ALL I WANT TO SAY IS REALLY SIMPLE, PLAIN AND TRUE

[BABETTE]
Who are you?

[ANN]
I’M JUST A RAG DOLLY, HAPPY AND SMILIN’ ALL DAY
A LITTLE RAG DOLLY, WISHING YOUR WORRIES AWAY
I STOP AND SAY, “GOLLY, THIS IS TOO GOOD TO BE TRUE
A LITTLE RAG DOLLY, PLAIN AS CAN BE, HAS A FRIEND WHO’S AS LOVELY AS YOU.”
[CAPTAIN]
(DIALOGUE)

[ANDY]
SHE’S JUST A RAG DOLLY, HAPPY AND SMILIN’ ALL DAY
A LOVEY RAG DOLLY, WISHIN’ YOUR WORRIES AWAY
AND I GET SO JOLLY, KNOWING IT’S FUNNY BUT TRUE
A LITTLE RAG DOLLY, SWEET AS CAN BE, COULD BE FRIENDS WITH A DOLLY LIKE YOU

[CAPTAIN]
(DIALOGUE)

[DOLLS]
SHE’S JUST A RAG DOLLY, HAPPY AND SMILIN’ ALL DAY
A LITTLE RAG DOLLY, WISHIN’ YOUR WORRIES AWAY
AND WE SAY, “OH GOLLY, THIS IS TOO GOOD TO BE TRUE
A LOVEY RAG DOLLY, SWEET AS CAN BE, HAS A FRIEND WHO’S AS LOVELY AS YOU.”"
131,Jump Sturdy,Manfred Mann's Earth Band,pop,1972,"Some people say she used to dance with the fish
Others say she juggled fire in a dish
She raised her hand and caused a 'lectrical storm
Down by the Bayou Saint John

She was a treacherous lady
She never made me much harm
One day she ducked past the station house
Turned on the fire alarm

Jump Sturdy Jump Sturdy was her name
She came out the swamps like a crazy fool
Jump Sturdy Jump Sturdy was her name
She came out the swamps like a crazy fool

Somehow she got tangled up with Queen Julia Jackson
On Melpomene and Erato Street
Queen Julia Jackson [trapped her?] Zozo Labrique
Jump Sturdy died in defeat

She was a treacherous lady
She never met much harm
One day she ducked past the station house
Turned on the fire alarm
Jump Sturdy Jump Sturdy was her name
She came out the swamps like a crazy fool
Jump Sturdy Jump Sturdy was her name
She came out the swamps like a crazy fool"
132,Float,Lynnea,pop,2021,"[Verse 1]
I've been tryin' lately
To get this weight up off of me
All of my sin's the sand
That keeps me down below
This is so entangling
I need Your hand to cut my string
It's gonna hurt
But Lord, it's worth it just to grow

[Pre-Chorus]
Slowing my ascent way down
Should be in the clouds by now
Instead I'm inches from the ground

[Chorus]
I just wanna float float float float
I'm a balloon and the sandbag is tied to my string
Yeah
I just wanna float float float float
I need some scissors to sever and cut me free
[Verse 2]
They started as some good things
I didn't know what they'd become
And now they're keeping me
From movin' towards the sun
They're just so distracting
A single grain don't weigh that much
But when you add them up they've
Gotta weigh a ton

[Pre-Chorus]
Slowing my ascent way down
Should bе in the clouds by now
Instead I'm inches from thе ground

[Chorus]
I just wanna float float float float
I'm a balloon and the sandbag is tied to my string
Yeah
I just wanna float float float float
I need some scissors to sever and cut me free
(Cut me free)

[Bridge]
I just wanna float
I just wanna float
I just wanna float (I just wanna float, I just wanna float)
I just wanna float (I just wanna float, I just wanna, I just)
[Chorus]
I just wanna float float float float
I'm a balloon and the sandbag is tied to my string
Yeah
I just wanna float float float float
I need some scissors to sever and cut me free
(Cut me free)
(I just wanna float)
I just wanna float"
134,Forgive Me,Sofi Tukker & Mahmut Orhan,pop,2022,"[Verse 1]
You were my reason
You were my brain
You were everything to me
Everything with me
And that doesn't change

[Verse 2]
Now there's no reason
Now there is pain
Now you may be
Temporarily insane

[Pre-Chorus]
But I am here
Let me help
Okay maybe not
I just let you yell at me all you want
I'll let you make me into something that I'm not
If it helps you carry on
[Chorus]
Forgive me
(Me, me)
Forgive me

[Verse 3]
Tell me does it please you
When I'm full of shame?
Because of what happened
'Cause of what has been
As though I'm to blame

[Pre-Chorus]
But I am here
Let me help
Okay maybe not
I just let you yell at me all you want
I'll let you make me into something that I'm not
If it helps you carry on

[Chorus 2]
Forgive me
(Please forgive, forgive me, me, me)
Forgive me

[Bridge]
Please
Please
Forgive
[Pre-Chorus]
I am here
Let me help
Okay maybe not
I just let you yell at me all you want
I'll let you make me into something that I'm not
If that helps you carry on

[Chorus 2]
Forgive me
(Please, please forgive, forgive me, me, me)
Forgive me
(Please, please forgive, forgive me, me, me)
Forgive me"
